pdb,P2.P,P2.N,P2.DA,P2.D,P2.A,P2.AR,P2.H,P2.PL,P2.HA,P2.SA,P2dl.P,P2dl.N,P2dl.DA,P2dl.D,P2dl.A,P2dl.AR,P2dl.H,P2dl.PL,P2dl.HA,P2dl.SA,P2dp.P,P2dp.N,P2dp.DA,P2dp.D,P2dp.A,P2dp.AR,P2dp.H,P2dp.PL,P2dp.HA,P2dp.SA
6lu7,26.86,26.35,21.25,65.68,194.71,115.19,433.74,257.47,0,1141.25,16.01,0,0.0,6.58,60.9,90.29,311.17,130.28,0,615.23,10.85,26.35,21.25,59.1,133.81,24.9,122.57,127.19,0,526.02
