CID,f_inhibition_at_50_uM,activity,MaxAbsEStateIndex
JAG-UCB-119787ef-1,19.45136,0,12.6438671579743
MAT-POS-968e8d9c-1,-7.609566,0,12.6438671579743
BRU-THA-a358fbdd-2,0.0309759999999999,0,12.897410241874528
BRU-THA-a358fbdd-7,3.561115,0,13.7804537320744
LON-WEI-0a73fcb8-1,-4.9626175,0,13.128370181405895
LON-WEI-0a73fcb8-2,2.5409040000000003,0,12.984662698412697
LON-WEI-0a73fcb8-3,7.5793695,0,13.200061251707456
LON-WEI-0a73fcb8-4,0.2817205,0,12.681842403628115
LON-WEI-0a73fcb8-5,9.8818955,0,12.811785714285715
LON-WEI-0a73fcb8-6,6.853396000000001,0,12.669199735449734
LON-WEI-0a73fcb8-7,84.22906,1,12.590530045351471
LON-WEI-1908424e-1,4.0908545,0,11.676234410430839
LON-WEI-1908424e-2,-3.350746,0,12.870229710195575
LON-WEI-1908424e-3,5.9733985,0,13.615977702452273
LON-WEI-1908424e-4,3.823635,0,12.797569733140168
LON-WEI-1908424e-5,-11.867232000000001,0,12.259874100153473
LON-WEI-1908424e-6,2.418483,0,12.441922871000251
LON-WEI-1908424e-7,-4.2364735,0,14.399143789945555
LON-WEI-1908424e-8,-0.67555405,0,13.186358348380507
LON-WEI-1908424e-9,-22.3142995,0,12.306145282186947
LON-WEI-1908424e-10,-4.0623309999999995,0,12.853349404985366
LON-WEI-1908424e-11,0.8376869,0,12.599169151319364
LON-WEI-1908424e-12,-3.0009605,0,12.30392701798095
LON-WEI-1908424e-13,-1.7534375,0,11.653822961283279
LON-WEI-1908424e-14,-1.3315919,0,5.864234821040792
LON-WEI-1908424e-15,4.3760885,0,12.542814625850339
LON-WEI-1908424e-16,-1.9215755,0,12.364822373393805
LON-WEI-1908424e-17,-5.0141114,0,12.299581212037921
LON-WEI-1908424e-18,-23.4267099,0,12.192943309095908
NAU-LAT-8502cac5-1,-2.1181502,0,12.96187074829932
NAU-LAT-8502cac5-2,25.475325,0,12.466644935752079
NAU-LAT-8502cac5-5,-5.0222125,0,12.863428760393047
NAU-LAT-8502cac5-6,19.9646,0,12.654955908289242
NAU-LAT-8502cac5-7,-4.737055000000002,0,12.823912509448226
NAU-LAT-8502cac5-8,74.639425,1,12.647410241874528
NAU-LAT-8502cac5-9,-1.11070135,0,12.51307350718065
ADA-UCB-6c2cb422-1,84.803335,1,12.154874811035526
ADA-UCB-6c2cb422-3,2.763474,0,12.260582246787605
IAN-BAS-5394d4c4-1,8.0781235,0,12.4324844805702
IAN-BAS-36ca50f1-1,-0.595988693,0,12.370940564131018
JAG-UCB-c37fbdcd-1,4.68913625,0,12.978048075711765
JAN-GHE-c863d918-1,15.3691825,0,11.362383523219217
VLA-UCB-00f2c2b3-1,-2.3296125,0,12.0617330404384
VLA-UCB-00f2c2b3-2,0.2476566000000001,0,12.0461080404384
LON-WEI-ff7b210a-1,-3.7155339999999994,0,13.339549240992694
LON-WEI-ff7b210a-2,10.951480499999999,0,13.065774098349163
LON-WEI-ff7b210a-3,4.82409,0,12.199915989543966
LON-WEI-ff7b210a-4,94.71566,1,12.638094923154448
LON-WEI-ff7b210a-5,98.471745,1,11.352920445956162
LON-WEI-ff7b210a-6,-22.917935,0,12.497877543298713
LON-WEI-ff7b210a-7,-6.968714500000001,0,4.679728363567649
LON-WEI-ff7b210a-8,-3.3372365,0,6.188479072184429
LON-WEI-ff7b210a-9,-1.4381795,0,13.304355320397269
LON-WEI-ff7b210a-10,-3.5939468,0,12.527339274109936
LON-WEI-ff7b210a-11,2.8643490000000003,0,11.946264487276393
ALP-POS-d2866bdf-1,90.45515999999999,1,13.230068657092467
ROD-LAS-d5538ff9-1,-5.8246044999999995,0,13.019739002146109
ROD-LAS-d5538ff9-3,2.160745,0,11.673499858276644
ROD-LAS-d5538ff9-4,17.760345,0,12.45891156462585
ROD-LAS-d5538ff9-5,-13.38719335,0,12.56054650100781
ROD-LAS-d5538ff9-6,-60.557115,0,12.271953126572535
ROD-LAS-d5538ff9-7,-19.770775,0,11.758981324011085
ROD-LAS-d5538ff9-8,-17.11682,0,13.336949798437894
ROD-LAS-d5538ff9-9,9.05632,0,11.894877330561854
LON-WEI-babf2c61-1,57.862984999999995,1,13.503478499985778
LON-WEI-babf2c61-2,78.2,1,13.53232662509448
LON-WEI-babf2c61-3,87.0571,1,13.537747543461828
LON-WEI-babf2c61-4,23.517565,0,13.492301642655075
LON-WEI-babf2c61-5,68.21132,1,13.433165999985778
LON-WEI-babf2c61-6,62.97554,1,13.445657781708329
LON-WEI-babf2c61-7,93.22245500000001,1,13.452903283459325
LON-WEI-babf2c61-8,44.94313,0,13.421989142655075
LON-WEI-babf2c61-9,72.70916,1,13.407840008313633
LON-WEI-babf2c61-10,31.336695000000002,0,13.446118061152124
LON-WEI-babf2c61-11,40.20597,0,13.471444052824273
LON-WEI-babf2c61-13,24.810845,0,13.483935834546822
JAG-UCB-4709a583-1,5.2930975,0,12.645693499622071
DAR-DIA-8e329c92-9,4.424129499999999,0,12.6007955404384
JAG-UCB-ef2c0e8e-2,5.827566,0,11.73044217687075
JAG-UCB-ef2c0e8e-3,-5.834,0,12.074529006046864
JAG-UCB-ef2c0e8e-5,-6.15504854,0,11.936807917611489
JAG-UCB-ef2c0e8e-6,-2.697712,0,12.223646620685313
JAG-UCB-ef2c0e8e-7,14.787429999999999,0,12.547007998064544
JAG-UCB-ef2c0e8e-8,0.1381135,0,12.352577947845806
JAG-UCB-ef2c0e8e-9,-9.381194,0,11.920470521541949
JAG-UCB-ef2c0e8e-10,-3.6779550000000003,0,11.879979213907786
BEN-BAS-bb561ced-1,-1.08354085,0,14.54368109130194
ERI-BAS-37e2bb46-1,2.501051,0,12.824584379665547
ERI-BAS-bd3ef700-1,2.9529215,0,12.335484151624124
ERI-BAS-962ecb40-1,-32.819765000000004,0,13.1192665425211
ALP-POS-c59291d4-1,39.13758,0,13.376599304475386
ALP-POS-c59291d4-2,89.29024,1,13.260965302417775
ALP-POS-c59291d4-3,70.195875,1,13.312218745943944
ALP-POS-c59291d4-4,82.620135,1,13.160527762030735
ALP-POS-c59291d4-5,100.014065,1,12.130349584278154
ALP-POS-c59291d4-6,86.64098,1,13.604846584467122
ALP-POS-c0c213c9-9,1.8938721,0,13.766640779019546
ALP-POS-c0c213c9-12,-1.293421555,0,13.106030999023426
ALP-POS-c0c213c9-14,16.09721,0,13.130385522666366
MAT-POS-c79fcd02-1,0.116292,0,12.385693345769694
IAN-BAS-9ef79f6c-1,-12.01559,0,12.971286403404338
ERI-BAS-50567787-1,-6.6459494999999995,0,12.999407741467238
ALP-POS-91609ae9-1,2.3910315,0,12.416899565381708
ALP-POS-91609ae9-2,35.63832,0,12.489095804988661
ALP-POS-91609ae9-3,84.14674000000002,1,12.709056594860167
IAN-BAS-647c7407-1,-3.763586,0,12.861061251342184
EDJ-MED-6af13d92-1,96.43631500000001,1,12.553407501889644
EDJ-MED-6af13d92-2,12.47232,0,14.091215423712613
EDJ-MED-6af13d92-3,90.90139,1,12.613781651549509
BEN-BAS-baaab58b-1,3.0230794999999997,0,12.362976741622575
MAT-POS-ee51dedd-1,85.20008,1,11.454769640332414
MAT-POS-ee51dedd-2,73.74619,1,12.197483369376554
MAT-POS-ee51dedd-3,52.54101,1,13.083981459203526
LOR-NEU-c8f11034-1,-4.451432,0,11.115879629629626
LOR-NEU-c8f11034-2,-1.150091,0,12.13206002771479
LOR-NEU-c8f11034-3,-1.049148,0,11.115879629629626
LOR-NEU-c8f11034-4,-4.6235315,0,11.080484693877551
LOR-NEU-c8f11034-5,0.43852394,0,12.0006711388259
LOR-NEU-c8f11034-6,-3.208671,0,11.228030045351474
LOR-NEU-c8f11034-7,-4.2164485,0,11.758864323507181
LOR-NEU-c8f11034-8,-10.713224499999999,0,12.747416383219953
LOR-NEU-c8f11034-9,-0.16382595,0,12.038987622826907
BEN-BAS-0534ec5c-1,3.734322,0,12.581485436027286
BEN-BAS-f6e16b09-1,-4.269039,0,11.976544176659859
ANN-UNI-98d2bf15-2,-5.830779,0,11.9601705404384
ANN-UNI-98d2bf15-5,-22.530473999999998,0,12.159053435780251
EDJ-MED-c9f55a56-1,0.40377305,0,11.756674225245655
ALP-POS-90c18d1d-1,34.48807,0,12.640457923910306
NAU-LAT-445f63e5-1,-32.510659999999994,0,11.83438633786848
NAU-LAT-445f63e5-2,-13.82874,0,12.693065936672086
NAU-LAT-445f63e5-3,-1.330481665,0,11.903543556311414
NAU-LAT-445f63e5-5,1.3766287,0,12.379057539682544
NAU-LAT-445f63e5-6,-1.3246276000000001,0,12.38527478584026
NAU-LAT-445f63e5-7,3.0626145,0,12.703882117661882
BAR-COM-0f94fc3d-3,21.59331,0,13.508865981802876
BAR-COM-0f94fc3d-4,-2.516063,0,12.127581928636673
BAR-COM-0f94fc3d-5,-19.371505,0,12.402876790217155
BAR-COM-0f94fc3d-7,-6.8627009999999995,0,12.137238441672967
BAR-COM-0f94fc3d-13,-10.9822,0,13.340083064115353
BAR-COM-0f94fc3d-18,7.8169085,0,13.309221591082613
BAR-COM-0f94fc3d-20,-0.417342,0,12.634166981607455
BAR-COM-0f94fc3d-23,-3.6967449999999995,0,12.032579365079364
BAR-COM-0f94fc3d-25,22.602535,0,12.792020030234315
BAR-COM-0f94fc3d-28,22.162670000000002,0,12.159425705467369
BAR-COM-0f94fc3d-33,-9.742989999999999,0,12.19987548126076
BAR-COM-0f94fc3d-38,14.951379999999999,0,12.497436696900985
BAR-COM-0f94fc3d-40,-10.369000999999999,0,12.59074499244142
BAR-COM-0f94fc3d-41,27.01315,0,12.167948318216176
BAR-COM-0f94fc3d-43,7.303486,0,13.042308673469385
BAR-COM-0f94fc3d-45,30.776455,0,13.641196470910575
BAR-COM-0f94fc3d-46,-2.8733560000000002,0,13.241373068536667
BAR-COM-0f94fc3d-48,49.274905,0,12.266599111866968
BAR-COM-0f94fc3d-49,11.601515,0,12.269946302595113
BAR-COM-0f94fc3d-50,-24.073465,0,12.674607426303856
BAR-COM-0f94fc3d-51,-2.8605495,0,12.574800327538426
BAR-COM-0f94fc3d-53,-2.760764,0,12.132920997102545
BAR-COM-0f94fc3d-55,6.1158345,0,12.782318594104307
BAR-COM-0f94fc3d-58,2.2922635,0,12.309801587301589
BAR-COM-0f94fc3d-59,-1.014832,0,13.263395736291661
ERI-UCB-5b47150d-2,4.9900915,0,11.799864890400606
ERI-UCB-5b47150d-4,-8.02258,0,11.749355631141345
ERI-UCB-5b47150d-5,1.67086995,0,12.350720742000506
ERI-UCB-5b47150d-6,3.5664644999999995,0,12.214382873519778
MAT-POS-590ac91e-1,8.9727605,0,11.431809334845047
MAT-POS-590ac91e-2,0.254632,0,11.431809334845047
MAT-POS-590ac91e-3,-2.19780215,0,12.111485260770975
MAT-POS-590ac91e-4,12.24261745,0,12.062735260770975
MAT-POS-590ac91e-5,2.12211095,0,11.889031557067273
MAT-POS-590ac91e-7,1.3923502,0,11.608429705215421
MAT-POS-590ac91e-8,-3.4532665000000002,0,11.793294595616025
MAT-POS-590ac91e-9,13.8431555,0,11.76030470521542
MAT-POS-590ac91e-10,22.007765,0,11.547688019652306
MAT-POS-590ac91e-11,29.180818,0,11.740651927437645
MAT-POS-590ac91e-12,1.3631175,0,11.656392668178382
MAT-POS-590ac91e-13,-7.9148855,0,11.646531557067272
MAT-POS-590ac91e-17,-26.3187575,0,11.686686507936509
MAT-POS-590ac91e-18,35.208985,0,11.996623204837489
MAT-POS-590ac91e-19,-3.5128800000000004,0,12.154448223733935
MAT-POS-590ac91e-20,15.574088,0,12.146392668178382
MAT-POS-590ac91e-21,5.745891,0,12.143614890400606
MAT-POS-590ac91e-22,3.788563,0,12.216462112622828
MAT-POS-590ac91e-23,12.287035000000001,0,11.903267195767196
MAT-POS-590ac91e-24,14.486355,0,11.860419501133787
MAT-POS-590ac91e-25,23.568185,0,12.01363803854875
MAT-POS-590ac91e-27,-6.2120940000000004,0,12.078568594104306
MAT-POS-590ac91e-28,-10.787847,0,12.098892668178385
MAT-POS-590ac91e-29,9.6591175,0,12.282735260770972
MAT-POS-590ac91e-30,18.624712,0,13.537731816337411
MAT-POS-590ac91e-31,-2.4990509999999997,0,13.360280141570206
MAT-POS-590ac91e-32,51.684445000000004,1,13.323270316979213
MAT-POS-590ac91e-33,1.6693175,0,13.641685897970063
MAT-POS-590ac91e-34,15.339091,0,13.442166715644278
MAT-POS-590ac91e-35,18.97004,0,13.620379571318841
MAT-POS-590ac91e-36,-0.1748125,0,13.42705728304612
MAT-POS-590ac91e-37,7.5661845,0,13.405156891053286
MAT-POS-590ac91e-38,59.04525,1,13.374523760505385
MAT-POS-590ac91e-39,46.101820000000004,0,13.552781197525654
MAT-POS-590ac91e-40,78.43533000000002,1,13.385327930147936
MAT-POS-590ac91e-41,59.26865,1,13.56740182509767
MAT-POS-590ac91e-42,34.068405,0,12.469401455026453
MAT-POS-590ac91e-43,4.4261989999999996,0,12.83745701058201
MAT-POS-590ac91e-44,-1.1298768,0,13.400768613000755
MAT-POS-590ac91e-45,4.5681835,0,13.294313149272563
MAT-POS-590ac91e-46,69.856065,1,13.404068219473546
MAT-POS-590ac91e-47,23.66992,0,13.583019100196402
MAT-POS-590ac91e-48,18.243560000000002,0,13.714012379813385
MAT-POS-590ac91e-49,21.397354999999997,0,13.503656119448348
MAT-POS-590ac91e-50,8.3322585,0,13.562926332009955
MAT-POS-590ac91e-51,2.6866695,0,13.206370149911814
MAT-POS-590ac91e-52,-7.354532499999999,0,13.24945405013857
MAT-POS-590ac91e-53,28.766709999999996,0,12.618661309463075
MAT-POS-590ac91e-54,5.27447,0,13.248151455026456
MAT-POS-590ac91e-55,-15.638570000000001,0,13.365259038800705
MAT-POS-590ac91e-56,11.888695,0,13.676197096631244
MAT-POS-590ac91e-57,30.656515000000002,0,13.470744435380947
MAT-POS-590ac91e-58,23.924970000000002,0,13.065667237204034
MAT-POS-590ac91e-59,10.3927565,0,13.70608336833764
MAT-POS-590ac91e-60,39.941665,0,13.497250500088965
MAT-POS-590ac91e-61,52.395498499999995,1,13.504702060097499
MAT-POS-590ac91e-62,29.870034999999998,0,13.715119596597702
MAT-POS-590ac91e-63,48.12226,0,13.521175111327794
MAT-POS-590ac91e-64,20.615,0,13.73370070959846
MAT-POS-590ac91e-65,-3.2670605,0,13.506135971488852
MAT-POS-590ac91e-66,-0.53303525,0,13.103144280362894
MAT-POS-590ac91e-67,11.35709,0,13.692869550334947
MAT-POS-590ac91e-68,35.123015,0,13.698010753060286
MAT-POS-590ac91e-69,25.74188,0,13.695181727520636
MAT-POS-590ac91e-70,4.4204675,0,13.971553265575562
JAG-UCB-a3ef7265-1,-0.0148933,0,12.17053476946334
JAG-UCB-a3ef7265-2,-1.132041,0,13.574938429075337
JAG-UCB-a3ef7265-3,73.050635,1,12.413307823129252
JAG-UCB-a3ef7265-4,-10.7713325,0,13.639053655412784
JAG-UCB-a3ef7265-6,-9.3826935,0,12.243738189720332
JAG-UCB-a3ef7265-8,2.1942744999999997,0,12.169585537918868
JAG-UCB-a3ef7265-9,-6.85461825,0,11.965503905265805
JAG-UCB-a3ef7265-10,-14.8216535,0,13.567583748005376
JAG-UCB-a3ef7265-11,5.133212,0,11.835610827664402
JAG-UCB-a3ef7265-12,2.7217314999999997,0,11.894918745275886
JAG-UCB-a3ef7265-13,-5.2768265,0,12.01779289493575
JAG-UCB-a3ef7265-14,-3.38227345,0,11.743618669690099
JAG-UCB-a3ef7265-15,0.8736905,0,11.81933484504913
JAG-UCB-a3ef7265-16,11.437880499999999,0,12.42677059712774
JAG-UCB-a3ef7265-17,-25.994642499999998,0,11.70803476946334
JAG-UCB-a3ef7265-18,-11.527954,0,11.862418745275885
JAG-UCB-a3ef7265-19,-6.892272,0,12.329349017384732
JAG-UCB-a3ef7265-20,54.64775,1,12.6438671579743
JAG-UCB-a3ef7265-21,-6.9362449999999995,0,12.644327702053173
JAG-UCB-a3ef7265-22,4.8820024,0,11.946860355253214
JAG-UCB-a3ef7265-23,10.079430499999999,0,12.579557526191275
JAG-UCB-a3ef7265-24,-9.39733,0,12.819168083900227
JAG-UCB-cedd89ab-3,-0.8211735000000001,0,11.64402872260015
JAG-UCB-cedd89ab-4,19.91861,0,12.563462616528092
RAL-MED-2de63afb-1,71.7735,1,11.98899014235324
RAL-MED-2de63afb-2,72.72272,1,12.072512440161251
RAL-MED-2de63afb-3,10.797005,0,12.033372438481564
RAL-MED-2de63afb-5,25.118570000000002,0,12.11436166750651
RAL-MED-2de63afb-6,-0.807546,0,12.016767920131016
RAL-MED-2de63afb-9,2.1948,0,11.098060437137818
RAL-MED-2de63afb-10,4.683994,0,11.360560437137813
RAL-MED-2de63afb-11,-6.233658999999999,0,11.216115992693377
RAL-MED-2de63afb-12,6.2182875,0,11.92285302238179
RAL-MED-2de63afb-14,87.837815,1,13.615400898804578
EDJ-MED-49816e9b-1,67.38705999999999,1,11.863408919123206
EDJ-MED-49816e9b-2,13.252904999999998,0,12.015631141345427
EDJ-MED-49816e9b-3,5.0604005,0,11.900256991685565
EDJ-MED-49816e9b-5,-12.346949,0,11.872479213907786
BEN-DND-7e92b6ca-1,1.7068998,0,11.787200018896446
BEN-DND-7e92b6ca-2,12.50561,0,12.769240835222973
BEN-DND-7e92b6ca-3,19.200235,0,12.446474552784078
BEN-DND-7e92b6ca-4,61.57364000000001,1,12.330544847568655
BEN-DND-7e92b6ca-5,54.620135,1,12.302767069790876
BEN-DND-7e92b6ca-7,40.74937,0,12.997451061845002
BEN-DND-7e92b6ca-8,5.5605595,0,13.301527447220087
BEN-DND-7e92b6ca-10,87.782555,1,12.985546299940241
BEN-DND-7e92b6ca-11,81.71604,1,13.030720467403366
BEN-DND-7e92b6ca-12,90.769485,1,13.044176832400133
BEN-DND-7e92b6ca-13,62.804894999999995,1,13.062157501889644
BEN-DND-7e92b6ca-14,78.525565,1,13.070267475961154
BEN-DND-7e92b6ca-16,75.578355,1,13.95333559375108
AAR-POS-90191df4-1,-5.2137739000000005,0,12.298327542066719
BEN-DND-93268d01-4,-28.617963899999996,0,11.771330782312925
BEN-DND-93268d01-5,5.917838,0,12.731234085818045
BEN-DND-93268d01-7,4.1268839999999996,0,13.389341175532556
BEN-DND-93268d01-10,-7.758153,0,11.811524943310655
BEN-DND-93268d01-13,12.2196925,0,12.214733560090703
BEN-DND-93268d01-14,-127.91988,0,12.130127078609224
BEN-DND-93268d01-15,0.7404675000000001,0,12.015100151171579
MAK-UNK-d4768348-1,73.74619,1,12.226372258265446
EDJ-MED-e58735b6-2,6.0491525,0,11.932321900982616
EDJ-MED-e58735b6-3,6.2286075,0,11.975476662887376
NAU-LAT-64f4b287-3,16.969720000000002,0,11.502299186134104
NAU-LAT-64f4b287-4,97.518465,1,12.27758558515999
NAU-LAT-64f4b287-5,41.884345,0,12.07131708238851
NAU-LAT-64f4b287-6,-4.9045214999999995,0,12.044850245653816
NAU-LAT-64f4b287-7,-33.890285,0,12.805275310090876
NAU-LAT-64f4b287-9,7.287681,0,11.64688633786848
AAR-POS-ac4b8cb8-1,-2.946917,0,12.171141030486266
BRU-LEF-c49414a7-1,16.656155,0,12.14121236457546
MAT-POS-2db6411e-1,-27.06263,0,11.589605745441434
MAT-POS-2db6411e-2,89.51881,1,11.446108024170794
EDG-MED-0da5ad92-2,40.890465,0,11.711186696900985
EDG-MED-0da5ad92-3,33.756335,0,12.120353363567649
EDG-MED-0da5ad92-9,16.688875,0,11.86623015873016
EDG-MED-0da5ad92-12,42.669205,0,11.822486772486773
EDG-MED-0da5ad92-13,3.352639,0,11.796114417989418
EDG-MED-0da5ad92-14,-3.8985492999999996,0,11.863408919123206
EDG-MED-0da5ad92-16,-2.6476915,0,11.8430007558579
EDG-MED-0da5ad92-18,20.0662,0,11.960075585789873
EDG-MED-0da5ad92-21,6.925367999999999,0,11.747479213907786
BEN-DND-61647d40-8,-8.484955000000001,0,11.800802626606199
BEN-DND-61647d40-14,-9.780521499999999,0,12.059222883597885
BEN-DND-61647d40-18,23.34414,0,11.752297808012091
JAN-GHE-5a013bed-1,70.405075,1,11.81183484504913
JAN-GHE-5a013bed-2,87.70723000000002,1,12.032000661375664
JAN-GHE-5a013bed-3,87.0438,1,12.257619257579574
