Program,Ligand,Initial Pose,Pose,Exhaustiveness,Energy Range,Energy,RMSD,Execution
QVina,B,crystal,18,24,3,-6.4,5.424,2
QVina,B,crystal,19,24,3,-6.3,5.067,2
QVina,B,crystal,20,24,3,-6.3,3.906,2
QVina,B,crystal,1,24,3,-7.0,5.397,3
QVina,B,crystal,2,24,3,-6.9,5.379,3
QVina,B,crystal,3,24,3,-6.8,6.467,3
QVina,B,crystal,4,24,3,-6.8,5.916,3
QVina,B,crystal,5,24,3,-6.7,5.638,3
QVina,B,crystal,6,24,3,-6.6,4.677,3
QVina,B,crystal,7,24,3,-6.6,5.131,3
QVina,B,crystal,8,24,3,-6.6,3.835,3
QVina,B,crystal,9,24,3,-6.5,5.686,3
QVina,B,crystal,10,24,3,-6.5,5.694,3
QVina,B,crystal,11,24,3,-6.5,4.364,3
QVina,B,crystal,12,24,3,-6.5,3.798,3
QVina,B,crystal,13,24,3,-6.3,5.445,3
QVina,B,crystal,14,24,3,-6.3,5.164,3
QVina,B,crystal,15,24,3,-6.3,5.527,3
QVina,B,crystal,16,24,3,-6.3,5.761,3
QVina,B,crystal,17,24,3,-6.3,5.125,3
QVina,B,crystal,18,24,3,-6.3,5.996,3
QVina,B,crystal,19,24,3,-6.2,4.646,3
QVina,B,crystal,20,24,3,-6.2,5.181,3
QVina,B,crystal,1,32,1,-6.4,5.436,1
QVina,B,crystal,2,32,1,-6.3,5.175,1
QVina,B,crystal,3,32,1,-6.2,4.565,1
QVina,B,crystal,4,32,1,-6.2,3.774,1
QVina,B,crystal,5,32,1,-6.2,4.650,1
QVina,B,crystal,6,32,1,-6.2,4.728,1
QVina,B,crystal,7,32,1,-6.1,4.944,1
QVina,B,crystal,8,32,1,-6.0,6.727,1
QVina,B,crystal,9,32,1,-5.9,5.647,1
QVina,B,crystal,10,32,1,-5.9,4.541,1
QVina,B,crystal,11,32,1,-5.9,4.269,1
QVina,B,crystal,12,32,1,-5.9,4.691,1
QVina,B,crystal,13,32,1,-5.9,4.807,1
QVina,B,crystal,14,32,1,-5.9,4.630,1
QVina,B,crystal,15,32,1,-5.8,5.749,1
QVina,B,crystal,16,32,1,-5.8,6.403,1
QVina,B,crystal,17,32,1,-5.7,4.763,1
QVina,B,crystal,18,32,1,-5.7,3.639,1
QVina,B,crystal,19,32,1,-5.7,4.730,1
QVina,B,crystal,20,32,1,-5.7,5.646,1
QVina,B,crystal,1,32,1,-7.2,6.726,2
QVina,B,crystal,2,32,1,-6.9,5.256,2
QVina,B,crystal,3,32,1,-6.4,5.882,2
QVina,B,crystal,4,32,1,-6.4,5.866,2
QVina,B,crystal,5,32,1,-6.4,6.003,2
QVina,B,crystal,6,32,1,-6.3,6.768,2
QVina,B,crystal,7,32,1,-6.3,4.293,2
QVina,B,crystal,8,32,1,-6.3,5.753,2
QVina,B,crystal,9,32,1,-6.2,6.326,2
QVina,B,crystal,10,32,1,-6.2,4.950,2
QVina,B,crystal,11,32,1,-6.2,4.605,2
QVina,B,crystal,1,32,1,-7.2,6.235,3
QVina,B,crystal,2,32,1,-7.0,5.763,3
QVina,B,crystal,3,32,1,-6.9,4.193,3
QVina,B,crystal,4,32,1,-6.8,1.933,3
QVina,B,crystal,5,32,1,-6.8,5.379,3
QVina,B,crystal,6,32,1,-6.8,5.306,3
QVina,B,crystal,7,32,1,-6.7,5.270,3
QVina,B,crystal,8,32,1,-6.7,5.718,3
QVina,B,crystal,9,32,1,-6.5,4.981,3
QVina,B,crystal,10,32,1,-6.4,5.405,3
QVina,B,crystal,11,32,1,-6.4,5.723,3
QVina,B,crystal,12,32,1,-6.4,5.718,3
QVina,B,crystal,13,32,1,-6.3,5.268,3
QVina,B,crystal,14,32,1,-6.3,5.681,3
QVina,B,crystal,15,32,1,-6.3,4.104,3
QVina,B,crystal,1,32,3,-6.7,4.637,1
QVina,B,crystal,2,32,3,-6.6,4.848,1
QVina,B,crystal,3,32,3,-6.4,5.033,1
QVina,B,crystal,4,32,3,-6.3,6.200,1
QVina,B,crystal,5,32,3,-6.3,5.579,1
QVina,B,crystal,6,32,3,-6.2,5.879,1
QVina,B,crystal,7,32,3,-6.2,5.698,1
QVina,B,crystal,8,32,3,-6.2,5.316,1
QVina,B,crystal,9,32,3,-6.2,4.528,1
QVina,B,crystal,10,32,3,-6.2,6.726,1
QVina,B,crystal,11,32,3,-6.2,6.356,1
QVina,B,crystal,12,32,3,-6.1,5.322,1
QVina,B,crystal,13,32,3,-6.1,5.058,1
QVina,B,crystal,14,32,3,-6.1,4.511,1
QVina,B,crystal,15,32,3,-6.1,4.553,1
QVina,B,crystal,16,32,3,-6.1,4.199,1
QVina,B,crystal,17,32,3,-6.1,5.217,1
QVina,B,crystal,18,32,3,-6.0,4.770,1
QVina,B,crystal,19,32,3,-6.0,5.879,1
QVina,B,crystal,20,32,3,-6.0,5.868,1
QVina,B,crystal,1,32,3,-6.8,5.533,2
QVina,B,crystal,2,32,3,-6.7,6.570,2
QVina,B,crystal,3,32,3,-6.3,5.214,2
QVina,B,crystal,4,32,3,-6.2,4.978,2
QVina,B,crystal,5,32,3,-6.1,4.346,2
QVina,B,crystal,6,32,3,-6.1,4.527,2
QVina,B,crystal,7,32,3,-6.1,4.584,2
QVina,B,crystal,8,32,3,-6.1,5.069,2
QVina,B,crystal,9,32,3,-6.0,4.792,2
QVina,B,crystal,10,32,3,-5.8,4.477,2
QVina,B,crystal,11,32,3,-5.8,6.033,2
QVina,B,crystal,12,32,3,-5.8,4.806,2
QVina,B,crystal,13,32,3,-5.8,5.432,2
QVina,B,crystal,14,32,3,-5.8,5.399,2
QVina,B,crystal,15,32,3,-5.8,4.955,2
QVina,B,crystal,16,32,3,-5.8,6.059,2
QVina,B,crystal,17,32,3,-5.8,5.343,2
QVina,B,crystal,18,32,3,-5.8,5.183,2
QVina,B,crystal,19,32,3,-5.7,4.324,2
QVina,B,crystal,20,32,3,-5.7,4.791,2
QVina,B,crystal,1,32,3,-6.8,6.374,3
QVina,B,crystal,2,32,3,-6.7,6.514,3
QVina,B,crystal,3,32,3,-6.6,5.115,3
QVina,B,crystal,4,32,3,-6.6,5.855,3
QVina,B,crystal,5,32,3,-6.5,6.650,3
QVina,B,crystal,6,32,3,-6.4,5.681,3
QVina,B,crystal,7,32,3,-6.4,4.950,3
QVina,B,crystal,8,32,3,-6.3,5.274,3
QVina,B,crystal,9,32,3,-6.3,5.541,3
QVina,B,crystal,10,32,3,-6.2,5.580,3
QVina,B,crystal,11,32,3,-6.2,6.129,3
QVina,B,crystal,12,32,3,-6.2,4.623,3
QVina,B,crystal,13,32,3,-6.1,4.249,3
QVina,B,crystal,14,32,3,-6.1,6.685,3
QVina,B,crystal,15,32,3,-6.1,3.800,3
QVina,B,crystal,16,32,3,-6.1,5.076,3
QVina,B,crystal,17,32,3,-6.0,5.402,3
QVina,B,crystal,18,32,3,-6.0,5.175,3
QVina,B,crystal,19,32,3,-6.0,5.135,3
QVina,B,crystal,20,32,3,-6.0,4.366,3
QVina,B,crystal,1,8,1,-7.3,6.644,1
QVina,B,crystal,2,8,1,-6.9,4.451,1
QVina,B,crystal,3,8,1,-6.8,6.347,1
QVina,B,crystal,4,8,1,-6.8,5.886,1
QVina,B,crystal,5,8,1,-6.7,5.983,1
QVina,B,crystal,6,8,1,-6.7,4.958,1
QVina,B,crystal,7,8,1,-6.5,4.269,1
QVina,B,crystal,8,8,1,-6.5,4.079,1
QVina,B,crystal,9,8,1,-6.5,4.887,1
QVina,B,crystal,10,8,1,-6.4,5.845,1
QVina,B,crystal,11,8,1,-6.4,5.276,1
QVina,B,crystal,12,8,1,-6.4,4.646,1
QVina,B,crystal,13,8,1,-6.3,4.761,1
QVina,B,crystal,14,8,1,-6.3,4.678,1
QVina,B,crystal,1,8,1,-6.6,4.427,2
QVina,B,crystal,2,8,1,-6.5,5.749,2
QVina,B,crystal,3,8,1,-6.5,5.526,2
QVina,B,crystal,4,8,1,-6.5,4.903,2
QVina,B,crystal,5,8,1,-6.3,4.519,2
QVina,B,crystal,6,8,1,-6.3,5.956,2
QVina,B,crystal,7,8,1,-6.3,5.177,2
QVina,B,crystal,8,8,1,-6.3,5.068,2
QVina,B,crystal,9,8,1,-6.2,6.104,2
QVina,B,crystal,10,8,1,-6.1,3.896,2
QVina,B,crystal,11,8,1,-6.1,5.111,2
QVina,B,crystal,12,8,1,-6.1,5.118,2
QVina,B,crystal,13,8,1,-5.9,5.741,2
QVina,B,crystal,14,8,1,-5.8,5.102,2
QVina,B,crystal,15,8,1,-5.8,6.373,2
QVina,B,crystal,16,8,1,-5.8,5.559,2
QVina,B,crystal,17,8,1,-5.8,5.029,2
QVina,B,crystal,18,8,1,-5.7,5.424,2
QVina,B,crystal,19,8,1,-5.7,4.534,2
QVina,B,crystal,20,8,1,-5.7,5.731,2
QVina,B,crystal,1,8,1,-6.7,5.339,3
QVina,B,crystal,2,8,1,-6.6,4.008,3
QVina,B,crystal,3,8,1,-6.5,5.304,3
QVina,B,crystal,4,8,1,-6.4,4.938,3
QVina,B,crystal,5,8,1,-6.3,4.827,3
QVina,B,crystal,6,8,1,-6.3,4.470,3
QVina,B,crystal,7,8,1,-6.2,4.263,3
QVina,B,crystal,8,8,1,-6.2,4.552,3
QVina,B,crystal,9,8,1,-6.1,4.443,3
QVina,B,crystal,10,8,1,-6.1,6.296,3
QVina,B,crystal,11,8,1,-6.1,4.748,3
QVina,B,crystal,12,8,1,-6.0,4.691,3
QVina,B,crystal,13,8,1,-6.0,5.510,3
QVina,B,crystal,14,8,1,-6.0,4.328,3
QVina,B,crystal,15,8,1,-5.9,6.109,3
QVina,B,crystal,16,8,1,-5.9,4.325,3
QVina,B,crystal,17,8,1,-5.8,6.534,3
QVina,B,crystal,18,8,1,-5.7,5.415,3
QVina,B,crystal,19,8,1,-5.7,4.876,3
QVina,B,crystal,20,8,1,-5.7,6.166,3
QVina,B,crystal,1,8,3,-6.4,3.815,1
QVina,B,crystal,2,8,3,-6.3,4.684,1
QVina,B,crystal,3,8,3,-6.2,4.722,1
QVina,B,crystal,4,8,3,-6.2,4.969,1
QVina,B,crystal,5,8,3,-6.1,4.903,1
QVina,B,crystal,6,8,3,-6.0,4.869,1
QVina,B,crystal,7,8,3,-6.0,5.006,1
QVina,B,crystal,8,8,3,-6.0,5.328,1
QVina,B,crystal,9,8,3,-5.9,4.358,1
QVina,B,crystal,10,8,3,-5.9,5.031,1
QVina,B,crystal,11,8,3,-5.9,4.908,1
QVina,B,crystal,12,8,3,-5.9,4.985,1
QVina,B,crystal,13,8,3,-5.8,5.724,1
QVina,B,crystal,14,8,3,-5.8,5.253,1
QVina,B,crystal,15,8,3,-5.8,6.004,1
QVina,B,crystal,16,8,3,-5.7,5.272,1
QVina,B,crystal,17,8,3,-5.7,6.273,1
QVina,B,crystal,18,8,3,-5.7,5.157,1
QVina,B,crystal,19,8,3,-5.7,5.721,1
QVina,B,crystal,20,8,3,-5.7,5.270,1
QVina,B,crystal,1,8,3,-7.5,5.100,2
QVina,B,crystal,2,8,3,-7.4,4.995,2
QVina,B,crystal,3,8,3,-7.3,6.253,2
QVina,B,crystal,4,8,3,-7.2,6.449,2
QVina,B,crystal,5,8,3,-7.1,6.579,2
QVina,B,crystal,6,8,3,-7.1,4.917,2
QVina,B,crystal,7,8,3,-7.0,5.601,2
QVina,B,crystal,8,8,3,-7.0,5.676,2
QVina,B,crystal,9,8,3,-6.9,4.582,2
QVina,B,crystal,10,8,3,-6.9,4.440,2
QVina,B,crystal,11,8,3,-6.8,4.268,2
QVina,B,crystal,12,8,3,-6.8,6.131,2
QVina,B,crystal,13,8,3,-6.7,3.611,2
QVina,B,crystal,14,8,3,-6.7,4.605,2
QVina,B,crystal,15,8,3,-6.7,5.110,2
QVina,B,crystal,16,8,3,-6.7,4.036,2
QVina,B,crystal,17,8,3,-6.7,5.983,2
QVina,B,crystal,18,8,3,-6.6,6.305,2
QVina,B,crystal,19,8,3,-6.5,6.089,2
QVina,B,crystal,20,8,3,-6.4,6.437,2
QVina,B,crystal,1,8,3,-6.8,4.859,3
QVina,B,crystal,2,8,3,-6.6,5.305,3
QVina,B,crystal,3,8,3,-6.3,6.389,3
QVina,B,crystal,4,8,3,-6.2,5.003,3
QVina,B,crystal,5,8,3,-6.0,4.502,3
QVina,B,crystal,6,8,3,-6.0,4.676,3
QVina,B,crystal,7,8,3,-6.0,5.022,3
QVina,B,crystal,8,8,3,-5.9,4.747,3
QVina,B,crystal,9,8,3,-5.9,4.662,3
QVina,B,crystal,10,8,3,-5.8,6.307,3
QVina,B,crystal,11,8,3,-5.8,4.940,3
QVina,B,crystal,12,8,3,-5.8,4.383,3
QVina,B,crystal,13,8,3,-5.8,5.333,3
QVina,B,crystal,14,8,3,-5.8,4.761,3
QVina,B,crystal,15,8,3,-5.8,6.112,3
QVina,B,crystal,16,8,3,-5.7,4.290,3
QVina,B,crystal,17,8,3,-5.7,5.590,3
QVina,B,crystal,18,8,3,-5.6,5.019,3
QVina,B,crystal,19,8,3,-5.6,5.976,3
QVina,B,crystal,20,8,3,-5.5,4.529,3
QVina,B,random,1,24,1,-6.9,5.135,1
QVina,B,random,2,24,1,-6.8,5.896,1
QVina,B,random,3,24,1,-6.8,5.153,1
QVina,B,random,4,24,1,-6.7,5.040,1
QVina,B,random,5,24,1,-6.6,4.545,1
QVina,B,random,6,24,1,-6.5,5.134,1
QVina,B,random,7,24,1,-6.5,5.711,1
QVina,B,random,8,24,1,-6.5,5.569,1
QVina,B,random,9,24,1,-6.3,6.080,1
QVina,B,random,10,24,1,-6.3,5.715,1
QVina,B,random,11,24,1,-6.3,4.718,1
QVina,B,random,12,24,1,-6.3,5.326,1
QVina,B,random,13,24,1,-6.2,5.346,1
QVina,B,random,14,24,1,-6.2,5.165,1
QVina,B,random,15,24,1,-6.2,5.002,1
QVina,B,random,16,24,1,-6.2,4.720,1
QVina,B,random,17,24,1,-6.2,2.798,1
QVina,B,random,18,24,1,-6.1,4.843,1
QVina,B,random,19,24,1,-6.1,4.803,1
QVina,B,random,20,24,1,-6.1,4.594,1
QVina,B,random,1,24,1,-6.9,6.409,2
QVina,B,random,2,24,1,-6.5,5.135,2
QVina,B,random,3,24,1,-6.4,5.138,2
QVina,B,random,4,24,1,-6.3,4.684,2
QVina,B,random,5,24,1,-6.2,5.220,2
QVina,B,random,6,24,1,-6.2,5.754,2
QVina,B,random,7,24,1,-6.2,4.741,2
QVina,B,random,8,24,1,-6.2,5.610,2
QVina,B,random,9,24,1,-6.1,6.631,2
QVina,B,random,10,24,1,-6.1,5.228,2
QVina,B,random,11,24,1,-6.0,6.008,2
QVina,B,random,12,24,1,-6.0,6.641,2
QVina,B,random,13,24,1,-6.0,6.640,2
QVina,B,random,14,24,1,-6.0,4.236,2
QVina,B,random,15,24,1,-6.0,5.614,2
QVina,B,random,16,24,1,-5.9,4.685,2
QVina,B,random,17,24,1,-5.9,6.287,2
QVina,B,random,18,24,1,-5.9,5.292,2
QVina,B,random,1,24,1,-7.5,5.192,3
QVina,B,random,2,24,1,-7.4,5.709,3
QVina,B,random,3,24,1,-7.4,6.704,3
QVina,B,random,4,24,1,-7.2,3.672,3
QVina,B,random,5,24,1,-7.2,6.459,3
QVina,B,random,6,24,1,-7.2,3.912,3
QVina,B,random,7,24,1,-7.2,5.998,3
QVina,B,random,8,24,1,-7.2,5.645,3
QVina,B,random,9,24,1,-7.1,4.856,3
QVina,B,random,10,24,1,-7.1,4.585,3
QVina,B,random,11,24,1,-7.1,4.647,3
QVina,B,random,12,24,1,-7.0,4.902,3
QVina,B,random,13,24,1,-7.0,6.668,3
QVina,B,random,14,24,1,-7.0,4.568,3
QVina,B,random,15,24,1,-6.9,5.331,3
QVina,B,random,16,24,1,-6.9,5.583,3
QVina,B,random,17,24,1,-6.8,5.505,3
QVina,B,random,18,24,1,-6.8,5.624,3
QVina,B,random,19,24,1,-6.8,4.831,3
QVina,B,random,20,24,1,-6.8,5.304,3
QVina,B,random,1,24,3,-7.1,5.247,1
QVina,B,random,2,24,3,-6.9,4.665,1
QVina,B,random,3,24,3,-6.8,4.524,1
QVina,B,random,4,24,3,-6.8,4.665,1
QVina,B,random,5,24,3,-6.8,5.576,1
QVina,B,random,6,24,3,-6.7,3.320,1
QVina,B,random,7,24,3,-6.6,5.434,1
QVina,B,random,8,24,3,-6.6,4.545,1
QVina,B,random,9,24,3,-6.5,5.217,1
QVina,B,random,10,24,3,-6.5,5.652,1
QVina,B,random,11,24,3,-6.5,5.307,1
QVina,B,random,12,24,3,-6.5,5.830,1
QVina,B,random,13,24,3,-6.5,5.076,1
QVina,B,random,14,24,3,-6.4,6.202,1
QVina,B,random,15,24,3,-6.4,5.733,1
QVina,B,random,16,24,3,-6.3,4.582,1
QVina,B,random,17,24,3,-6.3,5.896,1
QVina,B,random,18,24,3,-6.3,5.029,1
QVina,B,random,19,24,3,-6.3,5.119,1
QVina,B,random,20,24,3,-6.3,5.215,1
QVina,B,random,1,24,3,-7.3,5.370,2
QVina,B,random,2,24,3,-7.1,5.396,2
QVina,B,random,3,24,3,-7.0,4.850,2
QVina,B,random,4,24,3,-7.0,5.856,2
QVina,B,random,5,24,3,-7.0,5.902,2
QVina,B,random,6,24,3,-6.9,5.416,2
QVina,B,random,7,24,3,-6.9,4.895,2
QVina,B,random,8,24,3,-6.8,5.036,2
QVina,B,random,9,24,3,-6.6,4.624,2
QVina,B,random,10,24,3,-6.6,4.650,2
QVina,B,random,11,24,3,-6.6,6.071,2
QVina,B,random,12,24,3,-6.6,4.259,2
QVina,B,random,13,24,3,-6.6,4.595,2
QVina,B,random,14,24,3,-6.5,5.421,2
QVina,B,random,15,24,3,-6.5,4.662,2
QVina,B,random,16,24,3,-6.5,5.158,2
QVina,B,random,17,24,3,-6.5,5.038,2
QVina,B,random,18,24,3,-6.5,5.018,2
QVina,B,random,19,24,3,-6.5,4.574,2
QVina,B,random,20,24,3,-6.4,5.654,2
QVina,B,random,1,24,3,-7.2,4.706,3
QVina,B,random,2,24,3,-7.2,5.994,3
QVina,B,random,3,24,3,-7.1,3.910,3
QVina,B,random,4,24,3,-7.1,5.651,3
QVina,B,random,5,24,3,-7.0,5.617,3
QVina,B,random,6,24,3,-7.0,4.859,3
QVina,B,random,7,24,3,-6.9,4.648,3
QVina,B,random,8,24,3,-6.9,5.981,3
QVina,B,random,9,24,3,-6.8,4.196,3
QVina,B,random,10,24,3,-6.8,4.644,3
QVina,B,random,11,24,3,-6.8,5.968,3
QVina,B,random,12,24,3,-6.7,4.355,3
QVina,B,random,13,24,3,-6.7,5.439,3
QVina,B,random,14,24,3,-6.7,5.019,3
QVina,B,random,15,24,3,-6.7,3.900,3
QVina,B,random,16,24,3,-6.7,3.298,3
QVina,B,random,17,24,3,-6.6,5.166,3
QVina,B,random,18,24,3,-6.6,4.789,3
QVina,B,random,19,24,3,-6.6,4.982,3
QVina,B,random,20,24,3,-6.6,5.028,3
QVina,B,random,1,32,1,-6.9,5.174,1
QVina,B,random,2,32,1,-6.7,6.413,1
QVina,B,random,3,32,1,-6.6,6.454,1
QVina,B,random,4,32,1,-6.6,5.623,1
QVina,B,random,5,32,1,-6.6,4.810,1
QVina,B,random,6,32,1,-6.6,5.322,1
QVina,B,random,7,32,1,-6.5,5.816,1
QVina,B,random,8,32,1,-6.5,5.566,1
QVina,B,random,9,32,1,-6.4,5.960,1
QVina,B,random,10,32,1,-6.3,4.346,1
QVina,B,random,11,32,1,-6.3,6.414,1
QVina,B,random,12,32,1,-6.3,4.388,1
QVina,B,random,13,32,1,-6.3,5.343,1
QVina,B,random,14,32,1,-6.2,4.873,1
QVina,B,random,15,32,1,-6.2,5.334,1
QVina,B,random,16,32,1,-6.2,4.638,1
QVina,B,random,17,32,1,-6.2,3.824,1
QVina,B,random,18,32,1,-6.2,5.446,1
QVina,B,random,19,32,1,-6.2,6.338,1
QVina,B,random,20,32,1,-6.1,4.966,1
QVina,B,random,1,32,1,-7.4,4.747,2
QVina,B,random,2,32,1,-7.3,6.392,2
QVina,B,random,3,32,1,-7.3,5.964,2
QVina,B,random,4,32,1,-7.2,5.722,2
QVina,B,random,5,32,1,-7.2,5.730,2
QVina,B,random,6,32,1,-7.1,4.749,2
QVina,B,random,7,32,1,-7.1,4.662,2
QVina,B,random,8,32,1,-7.0,5.603,2
QVina,B,random,9,32,1,-6.9,5.345,2
QVina,B,random,10,32,1,-6.9,5.214,2
QVina,B,random,11,32,1,-6.9,4.600,2
QVina,B,random,12,32,1,-6.9,5.784,2
QVina,B,random,13,32,1,-6.9,4.347,2
QVina,B,random,14,32,1,-6.9,5.145,2
QVina,B,random,15,32,1,-6.9,5.032,2
QVina,B,random,16,32,1,-6.9,3.808,2
QVina,B,random,17,32,1,-6.8,5.266,2
QVina,B,random,18,32,1,-6.8,5.613,2
QVina,B,random,19,32,1,-6.8,4.751,2
QVina,B,random,20,32,1,-6.8,4.686,2
QVina,B,random,1,32,1,-6.5,6.244,3
QVina,B,random,2,32,1,-6.5,4.826,3
QVina,B,random,3,32,1,-6.3,5.113,3
QVina,B,random,4,32,1,-6.3,4.579,3
QVina,B,random,5,32,1,-6.3,4.792,3
QVina,B,random,6,32,1,-6.2,6.731,3
QVina,B,random,7,32,1,-6.2,4.747,3
QVina,B,random,8,32,1,-6.1,3.798,3
QVina,B,random,9,32,1,-6.1,4.858,3
QVina,B,random,10,32,1,-6.1,5.082,3
QVina,B,random,11,32,1,-6.0,5.392,3
QVina,B,random,12,32,1,-5.9,4.806,3
QVina,B,random,13,32,1,-5.9,5.618,3
QVina,B,random,14,32,1,-5.9,5.149,3
QVina,B,random,15,32,1,-5.9,5.801,3
QVina,B,random,16,32,1,-5.9,5.277,3
QVina,B,random,17,32,1,-5.9,5.010,3
QVina,B,random,18,32,1,-5.9,5.382,3
QVina,B,random,19,32,1,-5.9,4.457,3
QVina,B,random,20,32,1,-5.9,4.716,3
QVina,B,random,1,32,3,-7.1,6.349,1
QVina,B,random,2,32,3,-7.0,5.241,1
QVina,B,random,3,32,3,-7.0,4.873,1
QVina,B,random,4,32,3,-6.8,4.608,1
QVina,B,random,5,32,3,-6.8,5.145,1
QVina,B,random,6,32,3,-6.7,5.802,1
QVina,B,random,7,32,3,-6.6,5.580,1
QVina,B,random,8,32,3,-6.6,3.444,1
QVina,B,random,9,32,3,-6.5,6.300,1
QVina,B,random,10,32,3,-6.5,5.623,1
QVina,B,random,11,32,3,-6.5,4.908,1
QVina,B,random,12,32,3,-6.5,4.514,1
QVina,B,random,13,32,3,-6.5,5.392,1
QVina,B,random,14,32,3,-6.4,4.626,1
QVina,B,random,15,32,3,-6.4,5.411,1
QVina,B,random,16,32,3,-6.3,6.345,1
QVina,B,random,17,32,3,-6.3,4.051,1
QVina,B,random,18,32,3,-6.3,4.775,1
QVina,B,random,19,32,3,-6.3,5.329,1
QVina,B,random,20,32,3,-6.3,6.755,1
QVina,B,random,1,32,3,-7.4,4.893,2
QVina,B,random,2,32,3,-7.2,2.193,2
QVina,B,random,3,32,3,-7.2,4.661,2
QVina,B,random,4,32,3,-7.2,4.698,2
QVina,B,random,5,32,3,-7.1,2.722,2
QVina,B,random,6,32,3,-7.0,4.994,2
QVina,B,random,7,32,3,-7.0,5.287,2
QVina,B,random,8,32,3,-7.0,5.373,2
QVina,B,random,9,32,3,-6.8,4.468,2
QVina,B,random,10,32,3,-6.8,5.628,2
QVina,B,random,11,32,3,-6.7,4.999,2
QVina,B,random,12,32,3,-6.7,4.979,2
QVina,B,random,13,32,3,-6.7,5.252,2
QVina,B,random,14,32,3,-6.7,4.619,2
QVina,B,random,15,32,3,-6.7,5.259,2
QVina,B,random,16,32,3,-6.7,5.916,2
QVina,B,random,17,32,3,-6.6,5.564,2
QVina,B,random,18,32,3,-6.6,4.994,2
QVina,B,random,19,32,3,-6.6,6.265,2
QVina,B,random,20,32,3,-6.6,4.854,2
QVina,B,random,1,32,3,-7.4,6.022,3
QVina,B,random,2,32,3,-7.4,4.976,3
QVina,B,random,3,32,3,-7.3,3.820,3
QVina,B,random,4,32,3,-7.3,4.450,3
QVina,B,random,5,32,3,-7.2,6.212,3
QVina,B,random,6,32,3,-7.1,4.866,3
QVina,B,random,7,32,3,-7.1,5.211,3
QVina,B,random,8,32,3,-7.0,5.234,3
QVina,B,random,9,32,3,-6.9,4.678,3
QVina,B,random,10,32,3,-6.9,4.890,3
QVina,B,random,11,32,3,-6.9,5.896,3
QVina,B,random,12,32,3,-6.8,4.966,3
QVina,B,random,13,32,3,-6.8,5.798,3
QVina,B,random,14,32,3,-6.8,4.540,3
QVina,B,random,15,32,3,-6.7,5.807,3
QVina,B,random,16,32,3,-6.7,6.179,3
QVina,B,random,17,32,3,-6.7,4.525,3
QVina,B,random,18,32,3,-6.7,5.726,3
QVina,B,random,19,32,3,-6.6,4.607,3
QVina,B,random,20,32,3,-6.6,4.984,3
QVina,B,random,1,8,1,-6.6,5.682,1
QVina,B,random,2,8,1,-6.5,5.555,1
QVina,B,random,3,8,1,-6.5,4.851,1
QVina,B,random,4,8,1,-6.3,5.571,1
QVina,B,random,5,8,1,-6.3,5.870,1
QVina,B,random,6,8,1,-6.3,4.828,1
QVina,B,random,7,8,1,-6.3,5.747,1
QVina,B,random,8,8,1,-6.2,2.974,1
QVina,B,random,9,8,1,-6.1,5.493,1
QVina,B,random,10,8,1,-6.1,4.021,1
QVina,B,random,11,8,1,-6.0,5.196,1
QVina,B,random,12,8,1,-5.9,5.641,1
QVina,B,random,13,8,1,-5.9,5.808,1
QVina,B,random,14,8,1,-5.8,5.355,1
QVina,B,random,15,8,1,-5.8,4.035,1
QVina,B,random,16,8,1,-5.8,4.378,1
QVina,B,random,17,8,1,-5.8,4.216,1
QVina,B,random,18,8,1,-5.8,5.960,1
QVina,B,random,19,8,1,-5.7,6.401,1
QVina,B,random,20,8,1,-5.7,5.860,1
QVina,B,random,1,8,1,-7.0,4.844,2
QVina,B,random,2,8,1,-6.9,4.903,2
QVina,B,random,3,8,1,-6.7,4.959,2
QVina,B,random,4,8,1,-6.7,5.782,2
QVina,B,random,5,8,1,-6.7,6.402,2
QVina,B,random,6,8,1,-6.6,5.152,2
QVina,B,random,7,8,1,-6.5,5.678,2
QVina,B,random,8,8,1,-6.5,4.505,2
QVina,B,random,9,8,1,-6.5,5.450,2
QVina,B,random,10,8,1,-6.3,4.797,2
QVina,B,random,11,8,1,-6.3,4.183,2
QVina,B,random,12,8,1,-6.2,3.330,2
QVina,B,random,13,8,1,-6.2,5.723,2
QVina,B,random,14,8,1,-6.2,3.804,2
QVina,B,random,1,8,1,-6.8,4.763,3
QVina,B,random,2,8,1,-6.7,5.345,3
QVina,B,random,3,8,1,-6.7,5.849,3
QVina,B,random,4,8,1,-6.7,4.533,3
QVina,B,random,5,8,1,-6.6,4.514,3
QVina,B,random,6,8,1,-6.5,4.210,3
QVina,B,random,7,8,1,-6.5,4.624,3
QVina,B,random,8,8,1,-6.4,4.324,3
QVina,B,random,9,8,1,-6.3,3.691,3
QVina,B,random,10,8,1,-6.3,4.741,3
QVina,B,random,11,8,1,-6.3,4.604,3
QVina,B,random,12,8,1,-6.3,5.924,3
QVina,B,random,13,8,1,-6.2,5.479,3
QVina,B,random,14,8,1,-6.2,4.797,3
QVina,B,random,15,8,1,-6.1,5.776,3
QVina,B,random,16,8,1,-6.1,6.216,3
QVina,B,random,17,8,1,-6.0,4.859,3
QVina,B,random,18,8,1,-6.0,6.249,3
QVina,B,random,19,8,1,-6.0,4.982,3
QVina,B,random,20,8,1,-5.9,4.687,3
QVina,B,random,1,8,3,-6.8,4.385,1
QVina,B,random,2,8,3,-6.8,5.495,1
QVina,B,random,3,8,3,-6.7,4.936,1
