pdb,vina,vina1,vina2,vina3,vina4,vina5,vina6,vina7,vina8,vina9,vina10,vina11,vina12,vina13,vina14,vina15,vina16,vina17,vina18,vina19,vina20,vina21,vina22,vina23,vina24,vina25,vina26,vina27,vina28,vina29,vina30,vina31,vina32,vina33,vina34,vina35,vina36,vina37,vina38,vina39,vina40,vina41,vina42,vina43,vina44,vina45,vina46,vina47,vina48,vina49,vina50,vina51,vina52,vina53,vina54,vina55,vina56,vina57,vina58
6lu7,-7.33492,28.88981,-107.71227,0.26069,0.05123,83.91633,119.51374,173.14439,247.85930,298.37512,324.37753,128.26027,296.06142,488.01063,177.35964,420.01873,680.78325,234.10629,543.70500,874.33009,1170.80825,455.49613,920.62276,1417.47926,1697.95481,1391.99008,692.36643,1236.63583,1756.46502,1960.68301,1639.82153,1204.70718,1735.99660,2139.27884,2243.72458,1988.72171,20.38132,8.00786,2.40726,0.58113,0.09702,0.00144,0.00000,0.00000,19.34891,27.84606,37.93028,63.01643,109.72308,-733.65121,3.52559,3.85324,4.22191,19.50000,16.50000,49.00000,21.00000,14.00000,16.00000
