pdb,vina,vina1,vina2,vina3,vina4,vina5,vina6,vina7,vina8,vina9,vina10,vina11,vina12,vina13,vina14,vina15,vina16,vina17,vina18,vina19,vina20,vina21,vina22,vina23,vina24,vina25,vina26,vina27,vina28,vina29,vina30,vina31,vina32,vina33,vina34,vina35,vina36,vina37,vina38,vina39,vina40,vina41,vina42,vina43,vina44,vina45,vina46,vina47,vina48,vina49,vina50,vina51,vina52,vina53,vina54,vina55,vina56,vina57,vina58,P2.P,P2.N,P2.DA,P2.D,P2.A,P2.AR,P2.H,P2.PL,P2.HA,P2.SA,P2dl.P,P2dl.N,P2dl.DA,P2dl.D,P2dl.A,P2dl.AR,P2dl.H,P2dl.PL,P2dl.HA,P2dl.SA,P2dp.P,P2dp.N,P2dp.DA,P2dp.D,P2dp.A,P2dp.AR,P2dp.H,P2dp.PL,P2dp.HA,P2dp.SA,dE_global,RMSD_global,Nbw,Epw,Elw,Ni
6lu7,5.380090470799999,28.889809999999997,-107.71226999999999,0.26069000000000003,0.05123,83.91633,119.51373999999998,173.14439,247.8593,298.37512000000004,324.37753,128.26027,296.06142,488.01063,177.35963999999998,420.01873,680.78325,234.10629,543.705,874.33009,1170.80825,455.49613,920.62276,1417.47926,1697.9548100000002,1391.99008,692.36643,1236.6358300000002,1756.4650199999999,1960.6830100000002,1639.8215300000002,1204.70718,1735.9966,2139.27884,2243.72458,1988.7217100000003,20.381320000000002,8.00786,2.40726,0.58113,0.09702000000000001,0.00144,0.0,0.0,19.34891,27.846059999999998,37.930279999999996,63.01643000000001,109.72308000000001,-733.65121,3.5255900000000002,3.85324,4.22191,19.5,16.5,49.0,21.0,14.0,16.0,25.53,27.59,14.11,75.87,182.26,148.49,390.13,208.28,0,1072.27,14.68,0,5.08,5.44,68.66,123.6,262.86,89.38,0,569.7,10.85,27.59,9.03,70.43,113.6,24.9,127.27,118.9,0,502.57,-2.875875941928669,5.284450823061733,0,0,0,0
