pdb,vina,vina1,vina2,vina3,vina4,vina5,vina6,vina7,vina8,vina9,vina10,vina11,vina12,vina13,vina14,vina15,vina16,vina17,vina18,vina19,vina20,vina21,vina22,vina23,vina24,vina25,vina26,vina27,vina28,vina29,vina30,vina31,vina32,vina33,vina34,vina35,vina36,vina37,vina38,vina39,vina40,vina41,vina42,vina43,vina44,vina45,vina46,vina47,vina48,vina49,vina50,vina51,vina52,vina53,vina54,vina55,vina56,vina57,vina58
crystal_redock_e32_er3_1,-7.71429,28.19808,-110.12728,0.22085,0.04722,94.23803,135.22337,186.46564,241.34423,289.00596,350.68819,145.46380,313.88509,481.69070,198.81557,439.77719,677.19093,258.90216,565.30985,870.90013,1163.91204,484.21916,945.42437,1422.72145,1701.27712,1403.87726,721.20934,1262.62483,1770.88864,1969.98092,1650.11801,1233.98922,1765.23748,2164.14433,2262.95248,2003.01934,19.85513,7.11598,1.58250,0.15505,0.00293,0.00000,0.00000,0.00000,23.23034,32.40783,42.67469,65.55777,110.24786,-763.69435,2.32916,2.92268,3.46378,19.50000,16.50000,49.00000,21.00000,14.00000,16.00000
