pdb,P2.P,P2.N,P2.DA,P2.D,P2.A,P2.AR,P2.H,P2.PL,P2.HA,P2.SA,P2dl.P,P2dl.N,P2dl.DA,P2dl.D,P2dl.A,P2dl.AR,P2dl.H,P2dl.PL,P2dl.HA,P2dl.SA,P2dp.P,P2dp.N,P2dp.DA,P2dp.D,P2dp.A,P2dp.AR,P2dp.H,P2dp.PL,P2dp.HA,P2dp.SA
crystal_redock_e32_er3_1,13.37,27.9,22.43,68.21,192.36,149.86,438.28,199.78,0,1112.19,2.51,0,2.29,7.35,60.52,127.47,321.05,73.84,0,595.03,10.85,27.9,20.14,60.86,131.85,22.39,117.22,125.93,0,517.15
