pdb,vina,vina1,vina2,vina3,vina4,vina5,vina6,vina7,vina8,vina9,vina10,vina11,vina12,vina13,vina14,vina15,vina16,vina17,vina18,vina19,vina20,vina21,vina22,vina23,vina24,vina25,vina26,vina27,vina28,vina29,vina30,vina31,vina32,vina33,vina34,vina35,vina36,vina37,vina38,vina39,vina40,vina41,vina42,vina43,vina44,vina45,vina46,vina47,vina48,vina49,vina50,vina51,vina52,vina53,vina54,vina55,vina56,vina57,vina58
6lu7,-3.49530,37.84240,-123.46171,-0.16679,-0.02517,78.74653,151.00030,228.12538,298.50351,353.05032,360.99789,134.45885,378.30846,574.88833,199.34187,527.06559,796.23077,273.63539,671.69205,1017.36951,1277.95297,548.99208,1098.15624,1625.66090,1863.96773,1481.17908,826.17823,1446.27841,1995.93123,2162.67001,1764.98844,1399.50267,1986.27111,2409.46319,2488.52888,2174.53636,44.43025,26.23898,15.45268,9.16554,5.50220,3.33729,2.11052,1.34359,17.69176,22.48545,32.15692,57.19925,162.42736,-706.98170,6.34616,7.19216,7.88449,19.50000,16.50000,49.00000,21.00000,14.00000,16.00000
