pdb,vina,vina1,vina2,vina3,vina4,vina5,vina6,vina7,vina8,vina9,vina10,vina11,vina12,vina13,vina14,vina15,vina16,vina17,vina18,vina19,vina20,vina21,vina22,vina23,vina24,vina25,vina26,vina27,vina28,vina29,vina30,vina31,vina32,vina33,vina34,vina35,vina36,vina37,vina38,vina39,vina40,vina41,vina42,vina43,vina44,vina45,vina46,vina47,vina48,vina49,vina50,vina51,vina52,vina53,vina54,vina55,vina56,vina57,vina58,P2.P,P2.N,P2.DA,P2.D,P2.A,P2.AR,P2.H,P2.PL,P2.HA,P2.SA,P2dl.P,P2dl.N,P2dl.DA,P2dl.D,P2dl.A,P2dl.AR,P2dl.H,P2dl.PL,P2dl.HA,P2dl.SA,P2dp.P,P2dp.N,P2dp.DA,P2dp.D,P2dp.A,P2dp.AR,P2dp.H,P2dp.PL,P2dp.HA,P2dp.SA,dE_global,RMSD_global,Nbw,Epw,Elw,Ni
crystal_redock_e32_er3_1,5.469583585700001,27.72718,-104.97514,0.052320000000000005,0.020669999999999997,83.51045,120.92795,172.30549,246.43882999999997,272.37417999999997,343.15159,129.7948,293.00357,468.54717999999997,179.81396,415.10829,661.43877,236.57256,536.085,850.6205,1132.96316,453.85309000000007,904.35755,1379.36389,1642.82673,1339.21954,684.42577,1211.3577599999999,1708.6263800000002,1897.49296,1580.04559,1180.82454,1694.0093,2079.48872,2173.78823,1921.16557,21.77694,8.94876,2.98924,0.74245,0.06836,0.0,0.0,0.0,20.80418,28.76717,39.483340000000005,62.83831,115.07446000000002,-722.02996,5.2060900000000006,5.83049,6.564960000000001,19.5,16.5,49.0,21.0,14.0,16.0,32.35,27.75,28.38,76.26,169.57,143.31,422.86,235.05,0,1135.53,21.5,0,10.41,5.83,52.16,118.41,292.12,105.62,0,606.06,10.85,27.75,17.96,70.43,117.41,24.9,130.74,129.42,0,529.47,-15.116223413950749,5.029200296941724,0,0,0,0
