pdb,P2.P,P2.N,P2.DA,P2.D,P2.A,P2.AR,P2.H,P2.PL,P2.HA,P2.SA,P2dl.P,P2dl.N,P2dl.DA,P2dl.D,P2dl.A,P2dl.AR,P2dl.H,P2dl.PL,P2dl.HA,P2dl.SA,P2dp.P,P2dp.N,P2dp.DA,P2dp.D,P2dp.A,P2dp.AR,P2dp.H,P2dp.PL,P2dp.HA,P2dp.SA
crystal_redock_e32_er3_1,32.35,27.75,28.38,76.26,169.57,143.31,422.86,235.05,0,1135.53,21.5,0,10.41,5.83,52.16,118.41,292.12,105.62,0,606.06,10.85,27.75,17.96,70.43,117.41,24.9,130.74,129.42,0,529.47
