pdb,vina,vina1,vina2,vina3,vina4,vina5,vina6,vina7,vina8,vina9,vina10,vina11,vina12,vina13,vina14,vina15,vina16,vina17,vina18,vina19,vina20,vina21,vina22,vina23,vina24,vina25,vina26,vina27,vina28,vina29,vina30,vina31,vina32,vina33,vina34,vina35,vina36,vina37,vina38,vina39,vina40,vina41,vina42,vina43,vina44,vina45,vina46,vina47,vina48,vina49,vina50,vina51,vina52,vina53,vina54,vina55,vina56,vina57,vina58
crystal_redock_e32_er3_1,-7.45693,27.72718,-104.97514,0.05232,0.02067,83.51045,120.92795,172.30549,246.43883,272.37418,343.15159,129.79480,293.00357,468.54718,179.81396,415.10829,661.43877,236.57256,536.08500,850.62050,1132.96316,453.85309,904.35755,1379.36389,1642.82673,1339.21954,684.42577,1211.35776,1708.62638,1897.49296,1580.04559,1180.82454,1694.00930,2079.48872,2173.78823,1921.16557,21.77694,8.94876,2.98924,0.74245,0.06836,0.00000,0.00000,0.00000,20.80418,28.76717,39.48334,62.83831,115.07446,-722.02996,5.20609,5.83049,6.56496,19.50000,16.50000,49.00000,21.00000,14.00000,16.00000
